B23025_001E,B23025_005E,state,county,unemploy_rate
52946.0,4370.0,13,285,0.08253692441355343
119965.0,8621.0,13,021,0.07186262659942483
6953.0,456.0,13,197,0.06558320149575722
3882.0,204.0,13,249,0.05255023183925812
10407.0,316.0,13,023,0.03036417795714423
8278.0,541.0,13,109,0.06535395022952405
17739.0,779.0,13,119,0.043914538587293536
40529.0,1874.0,13,103,0.046238495891830544
14844.0,1345.0,13,171,0.09060900026946915
17687.0,1426.0,13,107,0.08062418725617686
1980.0,143.0,13,239,0.07222222222222222
10736.0,816.0,13,159,0.07600596125186289
7717.0,520.0,13,173,0.06738369832836595
46973.0,3526.0,13,179,0.07506439869712388
18243.0,1032.0,13,205,0.056569643150797565
7079.0,303.0,13,253,0.042802655742336486
7038.0,277.0,13,289,0.03935777209434498
31504.0,2358.0,13,233,0.07484763839512443
6814.0,677.0,13,269,0.09935427061931318
35074.0,2244.0,13,275,0.06397901579517591
20627.0,1010.0,13,279,0.04896494885344452
7202.0,217.0,13,209,0.03013051930019439
11803.0,406.0,13,221,0.0343980343980344
66115.0,5669.0,13,247,0.08574453603569537
23533.0,1420.0,13,305,0.06034079802830068
7121.0,90.0,13,309,0.012638674343491082
37806.0,1738.0,13,009,0.04597153890916786
14422.0,799.0,13,011,0.05540146997642491
58861.0,3253.0,13,031,0.05526579568814665
100565.0,5647.0,13,059,0.056152737035748024
2276.0,211.0,13,061,0.09270650263620386
3076.0,156.0,13,101,0.05071521456436931
63814.0,4520.0,13,127,0.07083085216410193
555838.0,50119.0,13,089,0.09016835840658609
22382.0,1625.0,13,143,0.07260298454114913
46874.0,2403.0,13,157,0.051265093655331315
12838.0,1161.0,13,163,0.09043464714129927
22461.0,1307.0,13,169,0.05818975112417078
6460.0,404.0,13,181,0.06253869969040247
30340.0,2109.0,13,213,0.06951219512195123
154637.0,9869.0,13,215,0.06382043107406378
9919.0,536.0,13,235,0.0540377054138522
13652.0,587.0,13,241,0.04299736302373278
5090.0,420.0,13,259,0.0825147347740668
9299.0,498.0,13,281,0.05355414560705452
5326.0,143.0,13,283,0.02684941794968081
6609.0,439.0,13,287,0.06642457255257982
6162.0,323.0,13,003,0.05241804608893216
14209.0,651.0,13,001,0.04581603209233585
14231.0,966.0,13,025,0.06787998032464339
13469.0,798.0,13,017,0.05924716014551934
51319.0,3099.0,13,047,0.060386991172859956
20528.0,1072.0,13,055,0.05222135619641465
101489.0,4648.0,13,073,0.04579806678556297
75886.0,5352.0,13,115,0.07052684289592283
139418.0,6895.0,13,117,0.04945559396921488
20575.0,891.0,13,147,0.04330498177399757
87628.0,6856.0,13,185,0.07823983201716346
17175.0,1379.0,13,199,0.08029112081513828
17212.0,728.0,13,237,0.04229607250755287
24604.0,1988.0,13,261,0.08079986993984718
8489.0,460.0,13,043,0.054187772411355875
4573.0,468.0,13,301,0.10233982068663897
2705.0,101.0,13,007,0.03733826247689464
18985.0,1294.0,13,035,0.06815907295233078
87083.0,7065.0,13,045,0.08112949714640057
8317.0,350.0,13,099,0.04208248166406156
18123.0,1772.0,13,081,0.09777630635104563
100597.0,5166.0,13,077,0.0513534200821098
551009.0,35790.0,13,067,0.06495356700162792
13701.0,734.0,13,083,0.0535727319173783
8196.0,447.0,13,317,0.054538799414348464
12601.0,1270.0,13,027,0.10078565193238632
42696.0,2429.0,13,129,0.0568905752295297
15743.0,1017.0,13,105,0.06460013974464841
85145.0,4574.0,13,113,0.053720124493511066
6879.0,384.0,13,165,0.055822067160924554
76656.0,6071.0,13,217,0.07919797537048633
13286.0,672.0,13,133,0.0505795574288725
34651.0,1928.0,13,071,0.05564052985483824
18167.0,1066.0,13,085,0.0586778224252766
196970.0,20981.0,13,063,0.10651875920190892
140254.0,8239.0,13,139,0.058743422647482425
12759.0,801.0,05,021,0.06277921467199624
14989.0,1235.0,05,043,0.0823937554206418
87966.0,3392.0,05,125,0.038560352863606394
29688.0,1549.0,05,009,0.052175963352196174
9695.0,833.0,05,041,0.08592057761732852
78887.0,4336.0,05,051,0.054964696337799636
49968.0,2312.0,05,115,0.0462696125520333
5701.0,359.0,05,147,0.06297140852482021
14592.0,514.0,05,067,0.03522478070175439
10270.0,299.0,05,137,0.02911392405063291
34652.0,1488.0,05,005,0.04294124437261918
33526.0,1855.0,05,055,0.05533019149316948
15708.0,1675.0,05,107,0.10663356251591545
16906.0,761.0,05,149,0.045013604637406834
18883.0,1100.0,05,019,0.058253455489064236
6366.0,400.0,05,095,0.06283380458686773
20243.0,1257.0,05,103,0.06209553919873537
14961.0,707.0,05,001,0.047256199451908294
22046.0,919.0,05,015,0.04168556654268348
306056.0,15751.0,05,119,0.05146443788064929
7026.0,472.0,05,099,0.06717904924565898
13806.0,707.0,05,037,0.051209619006229175
6288.0,242.0,05,039,0.03848600508905852
19761.0,1069.0,05,027,0.05409645260867365
14149.0,437.0,05,121,0.030885574952293448
14025.0,872.0,05,141,0.062174688057040996
11264.0,527.0,05,065,0.04678622159090909
17622.0,798.0,05,083,0.045284303711270006
29022.0,1314.0,05,063,0.04527599751912342
11760.0,776.0,05,079,0.06598639455782312
14318.0,816.0,05,053,0.05699119988825255
37400.0,2869.0,05,035,0.07671122994652406
14202.0,877.0,05,047,0.06175186593437544
92057.0,4126.0,05,045,0.04482005713851201
8828.0,360.0,05,109,0.040779338468509285
59087.0,4142.0,05,069,0.07010002200145549
13988.0,609.0,05,089,0.04353731770088647
7628.0,173.0,05,097,0.022679601468274777
8624.0,462.0,05,127,0.05357142857142857
6502.0,202.0,05,129,0.031067363888034452
98739.0,4018.0,05,131,0.040693140501726774
47595.0,2370.0,05,033,0.04979514654900725
175328.0,5553.0,05,007,0.03167206607045081
9102.0,508.0,05,017,0.05581190947044606
26853.0,1187.0,05,059,0.044203627155252674
20160.0,751.0,05,071,0.037251984126984126
8406.0,703.0,05,077,0.08363073994765644
12485.0,599.0,05,087,0.04797757308770525
10012.0,439.0,05,049,0.04384738314023172
10480.0,600.0,05,061,0.05725190839694656
34384.0,2622.0,05,093,0.07625639832480223
6916.0,206.0,05,117,0.029786003470213998
32366.0,1909.0,05,139,0.05898164740777359
21351.0,1307.0,05,023,0.06121493138494684
6829.0,384.0,05,025,0.056230780494948014
17031.0,967.0,05,057,0.056778815101873055
14031.0,669.0,05,135,0.04768013683985461
163729.0,7666.0,05,143,0.046821271735611895
16951.0,1111.0,05,003,0.06554185593770279
77762.0,3983.0,05,031,0.05122039042205705
6033.0,438.0,05,073,0.07260069617105917
8324.0,300.0,05,105,0.03604036520903412
19111.0,1199.0,05,111,0.06273873685312124
12694.0,908.0,05,133,0.07152985662517725
4439.0,190.0,05,013,0.04280243298040099
8948.0,340.0,05,011,0.03799731783638802
13754.0,600.0,05,075,0.04362367311327614
16142.0,687.0,05,113,0.042559781935324
16844.0,803.0,05,029,0.04767276181429589
6680.0,120.0,05,101,0.017964071856287425
10294.0,413.0,05,081,0.04012045851952594
53032.0,2421.0,05,085,0.045651682003318754
34086.0,1883.0,05,091,0.055242621604177665
21994.0,1382.0,05,123,0.06283531872328817
61678.0,2461.0,05,145,0.039900774992704044
13168.0,431.0,28,061,0.03273086269744836
6807.0,600.0,28,009,0.08814455707360071
6146.0,404.0,28,037,0.06573381060852587
19014.0,2085.0,28,027,0.1096560429157463
52755.0,2253.0,28,067,0.04270685243104919
11743.0,655.0,28,147,0.05577791024440092
28753.0,1948.0,28,095,0.06774945223107154
23237.0,1057.0,28,115,0.04548779962990059
14227.0,1388.0,28,051,0.0975609756097561
10429.0,738.0,28,005,0.07076421516923961
75788.0,2690.0,28,089,0.035493745711722174
11668.0,677.0,28,013,0.058021940349674325
20506.0,1154.0,28,091,0.05627621184043694
15731.0,1055.0,28,141,0.06706503083084356
15966.0,958.0,28,153,0.060002505323813106
11678.0,621.0,28,041,0.053176913855112175
29168.0,1728.0,28,093,0.05924300603400987
6134.0,584.0,28,119,0.09520704271274862
43766.0,2753.0,28,109,0.0629027098661061
17507.0,1178.0,28,079,0.06728737076597932
21964.0,1513.0,28,099,0.06888544891640867
113535.0,4328.0,28,121,0.03812040339983265
38049.0,4952.0,28,151,0.13014796709506163
9843.0,552.0,28,077,0.05608046327339226
9610.0,610.0,28,111,0.06347554630593132
13418.0,914.0,28,017,0.06811745416604562
8484.0,534.0,28,015,0.06294200848656294
17560.0,940.0,28,039,0.05353075170842825
17089.0,1003.0,28,043,0.058692726315173506
6047.0,401.0,28,063,0.06631387464858608
16841.0,901.0,28,101,0.05350038596282881
20014.0,1185.0,28,117,0.05920855401219147
3773.0,498.0,28,125,0.13199045852107077
6638.0,542.0,28,019,0.08165109972883398
36069.0,2290.0,28,045,0.06348942305026477
18902.0,1022.0,28,057,0.05406835255528516
1097.0,65.0,28,055,0.059252506836827715
109375.0,6744.0,28,059,0.06165942857142857
24090.0,2055.0,28,083,0.08530510585305105
7683.0,559.0,28,143,0.0727580372250423
7477.0,540.0,28,021,0.07222147920288886
151409.0,8934.0,28,047,0.05900573942103838
62731.0,3919.0,28,075,0.062473099424526946
26946.0,943.0,28,085,0.03499591776144882
21090.0,1271.0,28,127,0.06026552868658132
14799.0,1264.0,28,159,0.08541117643083992
14901.0,1077.0,28,007,0.07227702838735656
44679.0,2080.0,28,073,0.0465543096309228
64844.0,2771.0,28,081,0.04273332922089939
12256.0,593.0,28,135,0.04838446475195823
12614.0,325.0,28,129,0.025765022990328207
37320.0,2099.0,28,149,0.0562433011789925
13022.0,860.0,28,023,0.06604208262939641
8363.0,395.0,28,097,0.047231854597632426
40574.0,3241.0,28,105,0.0798787400798541
15758.0,1585.0,28,025,0.10058383043533443
15144.0,995.0,28,031,0.065702588483888
6847.0,1065.0,28,053,0.15554257338980576
7866.0,568.0,28,155,0.07220950928044749
29160.0,1772.0,28,003,0.0607681755829904
9757.0,712.0,28,065,0.07297324997437737
41959.0,2357.0,28,071,0.05617388402964799
46487.0,3978.0,28,087,0.0855723105384301
7592.0,435.0,28,157,0.05729715489989463
21553.0,1608.0,28,123,0.07460678327842991
22018.0,2201.0,28,163,0.09996366609137979
26295.0,2499.0,28,011,0.09503707929264119
30489.0,1688.0,28,113,0.05536422972219489
14272.0,1041.0,28,131,0.07294002242152467
8181.0,475.0,28,069,0.058061361691724725
22215.0,2282.0,28,133,0.10272338510015755
26066.0,1314.0,28,001,0.050410496432133814
125919.0,7233.0,28,033,0.05744168870464346
8645.0,890.0,28,103,0.10294968189705032
22179.0,1373.0,28,137,0.061905406014698586
26241.0,1821.0,28,107,0.06939522121870356
9812.0,286.0,28,161,0.02914798206278027
22716.0,1891.0,28,029,0.08324528966367319
190110.0,12728.0,28,049,0.06695071274525274
21295.0,1308.0,28,145,0.06142286921812632
17129.0,1238.0,28,139,0.07227508903029949
60221.0,4990.0,28,035,0.08286146028793942
39735.0,1425.0,22,115,0.03586258965647414
19077.0,1062.0,22,085,0.05566913036640981
24121.0,1390.0,22,053,0.05762613490319639
13181.0,716.0,22,125,0.05432061300356574
11216.0,625.0,22,013,0.05572396576319544
5255.0,201.0,22,023,0.038249286393910564
17971.0,543.0,22,075,0.030215346947860443
36605.0,2941.0,22,117,0.08034421527113782
47290.0,2591.0,22,001,0.05478959610911398
186637.0,9208.0,22,103,0.049336412394112635
199940.0,9181.0,22,017,0.045918775632689805
84297.0,3652.0,22,005,0.043323012681352836
56427.0,3605.0,22,045,0.0638878551048257
8652.0,681.0,22,091,0.07871012482662969
21188.0,1039.0,22,031,0.0490371908627525
100545.0,5147.0,22,063,0.05119100900094485
30899.0,1964.0,22,069,0.06356192757047154
8189.0,371.0,22,025,0.045304677005739404
15818.0,785.0,22,041,0.04962700720697939
12895.0,497.0,22,049,0.03854207056998837
40522.0,2226.0,22,089,0.05493312274813682
3952.0,202.0,22,107,0.051113360323886636
16161.0,991.0,22,083,0.061320462842645876
40937.0,2012.0,22,099,0.04914869189242006
12030.0,365.0,22,127,0.030340814630091438
352690.0,18720.0,22,033,0.05307777368227055
20575.0,680.0,22,003,0.0330498177399757
9340.0,952.0,22,065,0.10192719486081371
17040.0,1118.0,22,093,0.06561032863849765
17927.0,826.0,22,043,0.046075751659508
349281.0,16591.0,22,051,0.04750043661120989
28089.0,1035.0,22,011,0.036847164370394106
94096.0,3837.0,22,015,0.040777503825879954
16490.0,520.0,22,037,0.031534263189812006
34464.0,2390.0,22,095,0.0693477251624884
119453.0,5616.0,22,073,0.04701430688220472
102621.0,4940.0,22,079,0.048138295280693036
63337.0,2052.0,22,097,0.032398124319118364
96438.0,7442.0,22,105,0.07716875090731869
41970.0,2851.0,22,101,0.06792947343340482
9060.0,438.0,22,123,0.048344370860927154
18080.0,675.0,22,111,0.03733407079646018
7950.0,459.0,22,021,0.057735849056603776
5864.0,472.0,22,035,0.08049113233287858
179128.0,7887.0,22,055,0.04402996739761511
25717.0,1054.0,22,039,0.040984562740599605
38559.0,2860.0,22,061,0.07417204803029125
31380.0,2373.0,22,087,0.07562141491395794
32397.0,1816.0,22,119,0.05605457295428589
19016.0,748.0,22,121,0.03933529659234329
26871.0,1143.0,22,047,0.04253656358155632
6965.0,417.0,22,081,0.05987078248384781
21341.0,1127.0,22,067,0.05280914671290005
299971.0,21497.0,22,071,0.07166359414743426
86725.0,3621.0,22,109,0.041752666474488324
151705.0,8343.0,22,019,0.054994891401074456
13954.0,1094.0,22,027,0.0784004586498495
32679.0,1688.0,22,009,0.05165396737966278
18401.0,1155.0,22,007,0.0627683278082713
17806.0,618.0,22,077,0.03470740199932607
44873.0,2234.0,22,113,0.04978494863280815
76416.0,3153.0,22,057,0.04126099246231156
16036.0,1358.0,22,029,0.08468445996507858
11784.0,424.0,22,059,0.03598099117447386
20169.0,1226.0,12,133,0.06078635529773414
457880.0,31085.0,12,009,0.0678889665414519
250278.0,14579.0,12,069,0.05825122463820232
491189.0,32771.0,12,105,0.06671769929701195
10983.0,627.0,12,043,0.05708822726031139
40893.0,2508.0,12,063,0.061330790110776905
348701.0,23641.0,12,117,0.06779733926773941
139533.0,8339.0,12,005,0.059763640142475254
13651.0,822.0,12,045,0.060215368837447804
224558.0,15993.0,12,097,0.07121990755172383
47266.0,2234.0,12,131,0.04726441839800279
12076.0,758.0,12,065,0.06276912885061278
20809.0,1425.0,12,049,0.06847998462203854
955022.0,67770.0,12,095,0.07096171606517965
14004.0,1040.0,12,041,0.07426449585832619
211436.0,10700.0,12,001,0.050606330047863184
143862.0,7904.0,12,015,0.054941541199204795
127291.0,7475.0,12,085,0.05872371180994729
335373.0,16535.0,12,115,0.049303313027584214
121340.0,7165.0,12,017,0.05904895335421131
126177.0,7025.0,12,113,0.05567575707141555
1464593.0,110343.0,12,011,0.07534038466659339
65228.0,2856.0,12,087,0.043784877659900655
247034.0,15518.0,12,033,0.06281726402033729
144479.0,10679.0,12,053,0.07391385599291246
1014856.0,66653.0,12,057,0.06567729806002033
151681.0,7352.0,12,091,0.04847014457974301
18904.0,943.0,12,123,0.0498836225137537
25178.0,1237.0,12,129,0.04913019302565732
699021.0,50083.0,12,031,0.07164734678929531
22735.0,1544.0,12,007,0.06791290961073235
152369.0,11112.0,12,019,0.07292822030728036
7251.0,495.0,12,067,0.06826644600744725
61261.0,3576.0,12,089,0.05837319012095787
783669.0,44592.0,12,103,0.05690157451679217
230063.0,17255.0,12,111,0.07500119532475887
28688.0,2291.0,12,051,0.07985917456776352
118491.0,8299.0,12,061,0.07003907469765636
1120841.0,72806.0,12,099,0.06495658170962697
163879.0,7281.0,12,109,0.04442912148597441
2116291.0,147827.0,12,086,0.0698519249006871
82573.0,4063.0,12,035,0.049204945926634616
9830.0,530.0,12,037,0.05391658189216684
12108.0,851.0,12,047,0.0702841096795507
6821.0,555.0,12,077,0.0813663685676587
96291.0,2784.0,12,119,0.02891235941053681
37290.0,2511.0,12,039,0.06733708769107
16093.0,878.0,12,059,0.05455788230907848
538061.0,34402.0,12,071,0.06393698855705951
279068.0,17293.0,12,083,0.06196697579084667
278993.0,13738.0,12,021,0.04924137881595596
31448.0,2161.0,12,093,0.06871661154922412
385788.0,22645.0,12,101,0.05869804141134509
82459.0,5367.0,12,055,0.0650868916673741
35063.0,2124.0,12,121,0.06057667626843111
28202.0,1468.0,12,027,0.05205304588327069
11891.0,516.0,12,013,0.04339416365318308
54420.0,5010.0,12,023,0.09206174200661521
13280.0,467.0,12,029,0.03516566265060241
58984.0,3437.0,12,107,0.05827003933270039
12759.0,530.0,12,125,0.04153930558821224
276367.0,14897.0,12,081,0.05390296236526069
32702.0,2228.0,12,075,0.06813038957861904
20916.0,1087.0,12,003,0.051969783897494744
418750.0,22839.0,12,127,0.05454089552238806
232962.0,17201.0,12,073,0.0738360762699496
15489.0,959.0,12,079,0.06191490735360578
8191.0,741.0,45,005,0.09046514467098034
130424.0,7847.0,45,003,0.06016530699871189
21781.0,1210.0,45,037,0.05555300491253845
25877.0,2327.0,45,023,0.08992541639293582
30290.0,2346.0,45,029,0.07745130406074612
25626.0,2312.0,45,067,0.09022086942948568
213040.0,12203.0,45,063,0.057280322944048064
60969.0,3955.0,45,073,0.06486903180304746
146755.0,10251.0,45,015,0.06985111239821472
298200.0,17331.0,45,019,0.05811871227364185
49404.0,3152.0,45,043,0.06380050198364505
23088.0,1635.0,45,069,0.07081600831600832
149967.0,8961.0,45,007,0.05975314569205225
36801.0,2228.0,45,025,0.06054183310236135
55443.0,4407.0,45,047,0.07948704074454846
233466.0,14010.0,45,051,0.06000873788902881
49241.0,3330.0,45,055,0.06762657135314068
72820.0,5194.0,45,075,0.07132655863773689
227105.0,14279.0,45,083,0.06287400101274741
12743.0,654.0,45,009,0.05132229459310994
137511.0,5909.0,45,013,0.04297110776592418
12294.0,622.0,45,017,0.05059378558646494
24193.0,1845.0,45,033,0.07626172859918158
15914.0,906.0,45,081,0.05693100414729169
316391.0,20744.0,45,079,0.06556444399493032
19062.0,1540.0,45,039,0.08078900430175218
16559.0,1127.0,45,049,0.06805966543873422
368401.0,19634.0,45,045,0.053295186495150665
63533.0,4337.0,45,057,0.06826373695559788
109405.0,6869.0,45,035,0.06278506466797679
108023.0,8679.0,45,041,0.08034400081464133
53189.0,3589.0,45,059,0.06747635789354942
8804.0,593.0,45,065,0.06735574738755111
98454.0,6116.0,45,077,0.062120381091677335
22791.0,1759.0,45,087,0.07717958843403097
26808.0,1520.0,45,089,0.056699492688749624
30234.0,1878.0,45,071,0.06211549910696567
28041.0,2562.0,45,027,0.09136621375842516
83746.0,6637.0,45,085,0.07925154634251189
17344.0,1579.0,45,011,0.09104012915129152
54019.0,5293.0,45,031,0.0979840426516596
182713.0,12719.0,45,091,0.06961190500949577
43601.0,3160.0,45,021,0.07247540194032247
20661.0,1479.0,45,053,0.0715841440394947
15164.0,1327.0,45,061,0.08750989184911633
20335.0,1349.0,45,001,0.06633882468650111
